Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1012273,-,-,-,27.93,-82.38,0,4,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2014,1,1,0,30,0,0,11,0.127,3,67.78,17,1020,N/A
2014,1,1,1,30,0,0,11,0.127,3,73.76,16,1020,N/A
2014,1,1,2,30,0,0,11,0.127,3,75.67,16,1020,N/A
2014,1,1,3,30,0,0,12,0.127,3.1,77.71000000000001,16,1020,N/A
2014,1,1,4,30,0,0,12,0.127,3.1,84.48,15,1020,N/A
2014,1,1,5,30,0,0,12,0.127,3.3000000000000003,86.07000000000001,15,1020,N/A
2014,1,1,6,30,0,0,12,0.127,3.5,87.8,15,1020,N/A
2014,1,1,7,30,0,0,13,0.127,3.7,89.08,15,1020,N/A
2014,1,1,8,30,0,0,13,0.127,3.9000000000000004,96.41,15,1020,N/A
2014,1,1,9,30,0,0,13,0.127,4,97.62,14,1020,N/A
2014,1,1,10,30,0,0,13,0.127,4.1000000000000005,98.64,14,1020,N/A
2014,1,1,11,30,0,0,13,0.127,4.2,99.48,14,1020,N/A
2014,1,1,12,30,0,0,14,0.127,4.4,100,15,1020,N/A
2014,1,1,13,30,80,35,14,0.127,4.5,92.43,16,1020,N/A
2014,1,1,14,30,44,0,15,0.127,4.6000000000000005,86.97,18,1020,N/A
2014,1,1,15,30,67,0,16,0.127,4.5,87.18,19,1020,N/A
2014,1,1,16,30,57,0,17,0.127,4.1000000000000005,85.24,20,1020,N/A
2014,1,1,17,30,84,0,17,0.127,3.5,82.7,21,1020,N/A
2014,1,1,18,30,215,12,18,0.127,2.8000000000000003,80.10000000000001,22,1010,N/A
2014,1,1,19,30,143,0,18,0.127,2.2,81.8,22,1010,N/A
2014,1,1,20,30,36,0,18,0.127,1.9000000000000001,88.17,22,1010,N/A
2014,1,1,21,30,62,0,19,0.127,1.7000000000000002,94.64,21,1010,N/A
2014,1,1,22,30,6,0,19,0.127,2.1,100,19,1010,N/A
2014,1,1,23,30,0,0,18,0.127,3,100,18,1010,N/A
2014,1,2,0,30,0,0,18,0.127,3.4000000000000004,100,18,1010,N/A
2014,1,2,1,30,0,0,18,0.127,3.3000000000000003,100,18,1010,N/A
2014,1,2,2,30,0,0,17,0.127,3,100,18,1010,N/A
2014,1,2,3,30,0,0,17,0.127,2.8000000000000003,100,17,1010,N/A
2014,1,2,4,30,0,0,17,0.127,2.6,100,17,1010,N/A
2014,1,2,5,30,0,0,17,0.127,2.4000000000000004,100,17,1010,N/A
2014,1,2,6,30,0,0,17,0.127,2.2,100,17,1010,N/A
2014,1,2,7,30,0,0,17,0.127,2.1,100,17,1010,N/A
2014,1,2,8,30,0,0,17,0.127,1.9000000000000001,100,17,1010,N/A
2014,1,2,9,30,0,0,17,0.127,1.9000000000000001,100,17,1010,N/A
