Year,Month,Day,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,date_time
2017,1,1,39.242476851851855,258.87847222222223,15.336805555555557,0.102763888888889,2.3708333333333336,82.57083622685187,19.25028935185185,1015.9577546296296,2017-01-01
2017,1,2,43.313368055555564,239.40885416666666,18.695601851851844,0.102763888888889,2.245833333333333,88.51462094907406,21.257812500000004,1014.6412037037035,2017-01-02
2017,1,3,61.31655092592592,159.66608796296296,20.064525462962955,0.102763888888889,2.84375,92.7676707175926,21.7025462962963,1010.0,2017-01-03
2017,1,4,39.816550925925924,252.90277777777774,16.66869212962963,0.102763888888889,2.572916666666666,86.4173263888889,19.6958912037037,1009.4704861111112,2017-01-04
2017,1,5,46.27835648148149,237.35243055555557,14.235821759259254,0.102763888888889,1.6937500000000014,84.13171875000002,17.81076388888889,1009.9681712962961,2017-01-05
2017,1,6,31.772569444444443,292.5486111111111,15.14351851851852,0.102763888888889,2.0374999999999996,81.97701099537036,19.38628472222222,1010.0,2017-01-06
2017,1,7,39.255497685185176,64.84346064814814,11.47771990740741,0.102763888888889,6.302083333333336,87.05272858796296,14.177951388888884,1014.4618055555557,2017-01-07
2017,1,8,26.51591435185186,357.05815972222223,0.030960648148148168,0.10218229166666672,5.449999999999998,68.1624710648148,6.287905092592591,1029.1261574074072,2017-01-08
2017,1,9,28.64178240740741,328.9065393518519,4.3272569444444455,0.09997222222222217,4.110416666666666,71.6594675925926,10.331018518518523,1029.3749999999998,2017-01-09
2017,1,10,45.82175925925926,190.32204861111117,9.740162037037035,0.09997222222222217,2.8916666666666675,80.7012008101852,14.065393518518517,1022.589699074074,2017-01-10
2017,1,11,41.50462962962963,245.9253472222222,12.368634259259261,0.09997222222222217,2.85,80.80093460648148,16.734085648148138,1020.0,2017-01-11
2017,1,12,27.73003472222223,326.6197916666666,13.72916666666667,0.09997222222222217,2.3874999999999997,80.31917245370369,18.20023148148149,1020.0,2017-01-12
