utc_datetime,respondent_id_ferc714,demand_mwh
2015-09-13,6288,54489.0
2015-09-14,6288,59052.0
2015-09-15,6288,63480.0
2015-09-16,6288,57233.0
2015-09-17,6288,55784.0
2015-09-18,6288,57319.0
2015-09-19,6288,59928.0
2015-09-20,6288,60548.0
2015-09-21,6288,64034.0
2015-09-22,6288,63248.0
2015-09-23,6288,63019.0
2015-09-24,6288,62377.0
2015-09-25,6288,61966.0
2015-09-26,6288,58588.0
2015-09-27,6288,56554.0
2015-09-28,6288,55783.0
2015-09-29,6288,58841.0
2015-09-30,6288,63628.0
2015-10-01,6288,62925.0
2015-10-02,6288,62604.0
2015-10-03,6288,55328.0
2015-10-04,6288,45599.0
2015-10-05,6288,48551.0
2015-10-06,6288,51723.0
2015-10-07,6288,56109.0
2015-10-08,6288,58147.0
2015-10-09,6288,60550.0
2015-10-10,6288,56325.0
2015-10-11,6288,53369.0
2015-10-12,6288,52881.0
2015-10-13,6288,54069.0
2015-10-14,6288,57314.0
2015-10-15,6288,55991.0
2015-10-16,6288,51733.0
2015-10-17,6288,49138.0
2015-10-18,6288,46927.0
2015-10-19,6288,47041.0
2015-10-20,6288,49026.0
2015-10-21,6288,51122.0
2015-10-22,6288,53586.0
2015-10-23,6288,54454.0
2015-10-24,6288,50553.0
2015-10-25,6288,50660.0
2015-10-26,6288,53902.0
2015-10-27,6288,51405.0
2015-10-28,6288,53718.0
2015-10-29,6288,55841.0
2015-10-30,6288,53576.0
2015-10-31,6288,51421.0
2015-11-01,6288,56171.0
2015-11-02,6288,61177.0
2015-11-03,6288,62156.0
2015-11-04,6288,62245.0
2015-11-05,6288,63257.0
2015-11-06,6288,60575.0
2015-11-07,6288,58071.0
2015-11-08,6288,55773.0
2015-11-09,6288,56833.0
2015-11-10,6288,55487.0
2015-11-11,6288,54805.0
2015-11-12,6288,54240.0
2015-11-13,6288,54087.0
2015-11-14,6288,45197.0
2015-11-15,6288,43452.0
2015-11-16,6288,50005.0
2015-11-17,6288,53857.0
2015-11-18,6288,57451.0
2015-11-19,6288,56814.0
2015-11-20,6288,54233.0
2015-11-21,6288,48721.0
2015-11-22,6288,46870.0
2015-11-23,6288,42777.0
2015-11-24,6288,43632.0
2015-11-25,6288,44143.0
2015-11-26,6288,44511.0
2015-11-27,6288,42833.0
2015-11-28,6288,43534.0
2015-11-29,6288,43420.0
2015-11-30,6288,47615.0
2015-12-01,6288,50323.0
2015-12-02,6288,53199.0
2015-12-03,6288,50565.0
2015-12-04,6288,45765.0
2015-12-05,6288,46144.0
2015-12-06,6288,46353.0
2015-12-07,6288,46026.0
2015-12-08,6288,44932.0
2015-12-09,6288,45811.0
2015-12-10,6288,46680.0
2015-12-11,6288,46231.0
2015-12-12,6288,46277.0
2015-12-13,6288,47347.0
2015-12-14,6288,52711.0
2015-12-15,6288,52583.0
2015-12-16,6288,53100.0
2015-12-17,6288,53617.0
2015-12-18,6288,50536.0
2015-12-19,6288,42271.0
2015-12-20,6288,43402.0
2015-12-21,6288,45795.0
2015-12-22,6288,51805.0
2015-12-23,6288,53230.0
2015-12-24,6288,54235.0
2015-12-25,6288,51332.0
2015-12-26,6288,50267.0
2015-12-27,6288,50952.0
2015-12-28,6288,53634.0
2015-12-29,6288,55698.0
2015-12-30,6288,55790.0
2015-12-31,6288,55057.0
2016-01-01,6288,49577.0
2016-01-02,6288,43921.0
2016-01-03,6288,40487.0
2016-01-04,6288,44697.0
2016-01-05,6288,47712.0
2016-01-06,6288,45598.0
2016-01-07,6288,44494.0
2016-01-08,6288,44532.0
2016-01-09,6288,42487.0
2016-01-10,6288,41326.0
2016-01-11,6288,45593.0
2016-01-12,6288,51904.0
2016-01-13,6288,51792.0
2016-01-14,6288,51167.0
2016-01-15,6288,44834.0
2016-01-16,6288,42756.0
2016-01-17,6288,40281.0
2016-01-18,6288,49304.0
2016-01-19,6288,55024.0
2016-01-20,6288,60028.0
2016-01-21,6288,52528.0
2016-01-22,6288,45970.0
2016-01-23,6288,48855.0
2016-01-24,6288,58193.0
2016-01-25,6288,60442.0
2016-01-26,6288,47292.0
2016-01-27,6288,44002.0
2016-01-28,6288,44380.0
2016-01-29,6288,45148.0
2016-01-30,6288,46916.0
2016-01-31,6288,43107.0
2016-02-01,6288,44275.0
2016-02-02,6288,47263.0
2016-02-03,6288,50448.0
2016-02-04,6288,48610.0
2016-02-05,6288,44706.0
2016-02-06,6288,50000.0
2016-02-07,6288,51334.0
2016-02-08,6288,55300.0
2016-02-09,6288,49702.0
2016-02-10,6288,53849.0
2016-02-11,6288,58087.0
2016-02-12,6288,49352.0
2016-02-13,6288,43195.0
2016-02-14,6288,45823.0
2016-02-15,6288,44589.0
2016-02-16,6288,44722.0
2016-02-17,6288,45083.0
2016-02-18,6288,45544.0
2016-02-19,6288,45206.0
2016-02-20,6288,42514.0
2016-02-21,6288,41471.0
2016-02-22,6288,44464.0
2016-02-23,6288,47042.0
2016-02-24,6288,47374.0
2016-02-25,6288,43335.0
2016-02-26,6288,46461.0
2016-02-27,6288,48404.0
2016-02-28,6288,46534.0
2016-02-29,6288,44449.0
2016-03-01,6288,45267.0
2016-03-02,6288,44663.0
2016-03-03,6288,43431.0
2016-03-04,6288,44685.0
2016-03-05,6288,40834.0
2016-03-06,6288,40324.0
2016-03-07,6288,43674.0
2016-03-08,6288,45432.0
2016-03-09,6288,48138.0
2016-03-10,6288,49773.0
2016-03-11,6288,50534.0
2016-03-12,6288,48146.0
2016-03-13,6288,47741.0
2016-03-14,6288,49912.0
2016-03-15,6288,54925.0
2016-03-16,6288,54882.0
2016-03-17,6288,54460.0
2016-03-18,6288,49699.0
2016-03-19,6288,44130.0
2016-03-20,6288,43783.0
2016-03-21,6288,42132.0
2016-03-22,6288,44715.0
2016-03-23,6288,44327.0
2016-03-24,6288,46766.0
2016-03-25,6288,46204.0
2016-03-26,6288,48494.0
2016-03-27,6288,51739.0
2016-03-28,6288,53883.0
2016-03-29,6288,50744.0
2016-03-30,6288,47721.0
2016-03-31,6288,53981.0
2016-04-01,6288,57820.0
2016-04-02,6288,50885.0
2016-04-03,6288,41276.0
2016-04-04,6288,45353.0
2016-04-05,6288,47135.0
2016-04-06,6288,48923.0
2016-04-07,6288,51105.0
2016-04-08,6288,49883.0
2016-04-09,6288,43760.0
2016-04-10,6288,41461.0
2016-04-11,6288,48469.0
2016-04-12,6288,51052.0
2016-04-13,6288,53285.0
2016-04-14,6288,55823.0
2016-04-15,6288,53205.0
2016-04-16,6288,50014.0
2016-04-17,6288,45657.0
2016-04-18,6288,47382.0
2016-04-19,6288,47875.0
2016-04-20,6288,49736.0
2016-04-21,6288,51574.0
2016-04-22,6288,53658.0
2016-04-23,6288,51095.0
2016-04-24,6288,50196.0
2016-04-25,6288,55391.0
2016-04-26,6288,56327.0
2016-04-27,6288,56916.0
2016-04-28,6288,58920.0
2016-04-29,6288,61628.0
2016-04-30,6288,58305.0
2016-05-01,6288,57181.0
2016-05-02,6288,63408.0
2016-05-03,6288,64329.0
2016-05-04,6288,53869.0
2016-05-05,6288,47530.0
2016-05-06,6288,45662.0
2016-05-07,6288,42848.0
2016-05-08,6288,45392.0
2016-05-09,6288,52062.0
2016-05-10,6288,56023.0
2016-05-11,6288,59254.0
2016-05-12,6288,59207.0
2016-05-13,6288,60047.0
2016-05-14,6288,59446.0
2016-05-15,6288,54405.0
2016-05-16,6288,59517.0
2016-05-17,6288,59180.0
2016-05-18,6288,58005.0
2016-05-19,6288,64569.0
2016-05-20,6288,63434.0
2016-05-21,6288,58782.0
2016-05-22,6288,57729.0
2016-05-23,6288,58679.0
2016-05-24,6288,59598.0
2016-05-25,6288,62385.0
2016-05-26,6288,58432.0
2016-05-27,6288,58278.0
2016-05-28,6288,59041.0
2016-05-29,6288,57725.0
2016-05-30,6288,59504.0
2016-05-31,6288,63701.0
2016-06-01,6288,64059.0
2016-06-02,6288,65817.0
2016-06-03,6288,69329.0
2016-06-04,6288,67241.0
2016-06-05,6288,63920.0
2016-06-06,6288,55981.0
2016-06-07,6288,60601.0
2016-06-08,6288,64910.0
2016-06-09,6288,62362.0
2016-06-10,6288,62069.0
2016-06-11,6288,59185.0
2016-06-12,6288,58603.0
2016-06-13,6288,65613.0
2016-06-14,6288,70455.0
2016-06-15,6288,73434.0
2016-06-16,6288,70621.0
2016-06-17,6288,68882.0
2016-06-18,6288,68170.0
2016-06-19,6288,58962.0
2016-06-20,6288,59171.0
2016-06-21,6288,59204.0
2016-06-22,6288,65232.0
2016-06-23,6288,72175.0
2016-06-24,6288,70577.0
2016-06-25,6288,67020.0
2016-06-26,6288,60354.0
2016-06-27,6288,61449.0
2016-06-28,6288,68305.0
2016-06-29,6288,68998.0
2016-06-30,6288,67135.0
2016-07-01,6288,67703.0
2016-07-02,6288,61127.0
2016-07-03,6288,58410.0
2016-07-04,6288,66710.0
2016-07-05,6288,72687.0
2016-07-06,6288,76048.0
2016-07-07,6288,71481.0
2016-07-08,6288,69894.0
2016-07-09,6288,71089.0
2016-07-10,6288,67755.0
2016-07-11,6288,72804.0
2016-07-12,6288,70445.0
2016-07-13,6288,69161.0
2016-07-14,6288,67552.0
