,id_x,plant_id_eia_x,generator_id_x,report_date_x,net_generation_mwh,plant_generator_id,utility_id_eia,id_y,plant_id_eia_y,generator_id_y,report_date_y,energy_source_code_1,operational_status,capacity_mw
162856,162857,7380,ST3,5/1/13,42207,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162857,162858,7380,ST3,6/1/13,93489,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162858,162859,7380,ST3,7/1/13,92061,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162859,162860,7380,ST3,8/1/13,94940,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162860,162861,7380,ST3,9/1/13,92870,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162861,162862,7380,ST3,10/1/13,104542,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162862,162863,7380,ST3,11/1/13,101155,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
162863,162864,7380,ST3,12/1/13,60761,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
179580,179581,55292,STG1,1/1/13,33939,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179581,179582,55292,STG1,2/1/13,54324,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179582,179583,55292,STG1,3/1/13,47148,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179583,179584,55292,STG1,4/1/13,6641,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179584,179585,55292,STG1,5/1/13,25574,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179585,179586,55292,STG1,6/1/13,37574,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179586,179587,55292,STG1,7/1/13,52105,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179587,179588,55292,STG1,8/1/13,66251,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179588,179589,55292,STG1,9/1/13,5367,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179589,179590,55292,STG1,10/1/13,12542,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179590,179591,55292,STG1,11/1/13,10704,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179591,179592,55292,STG1,12/1/13,21773,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
179592,179593,55293,STG1,1/1/13,116499,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179593,179594,55293,STG1,2/1/13,118600,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179594,179595,55293,STG1,3/1/13,136119,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179595,179596,55293,STG1,4/1/13,101559,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179596,179597,55293,STG1,5/1/13,99102,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179597,179598,55293,STG1,6/1/13,101160,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179598,179599,55293,STG1,7/1/13,118660,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179599,179600,55293,STG1,8/1/13,110248,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179600,179601,55293,STG1,9/1/13,66328,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179601,179602,55293,STG1,10/1/13,57153,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179602,179603,55293,STG1,11/1/13,105658,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
179603,179604,55293,STG1,12/1/13,102540,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
185652,185653,136,1,1/1/14,415470,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185653,185654,136,1,2/1/14,383543,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185654,185655,136,1,3/1/14,432314,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185655,185656,136,1,4/1/14,399708,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185656,185657,136,1,5/1/14,304208,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185657,185658,136,1,6/1/14,400680,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185658,185659,136,1,7/1/14,414879,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185659,185660,136,1,8/1/14,332033,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185660,185661,136,1,9/1/14,392823,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185661,185662,136,1,10/1/14,258278,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185662,185663,136,1,11/1/14,382417,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185663,185664,136,1,12/1/14,344620,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
185664,185665,136,2,1/1/14,411482,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185665,185666,136,2,2/1/14,388856,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185666,185667,136,2,3/1/14,249936,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185667,185668,136,2,4/1/14,99095,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185668,185669,136,2,5/1/14,393794,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185669,185670,136,2,6/1/14,403253,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185670,185671,136,2,7/1/14,386229,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185671,185672,136,2,8/1/14,431564,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185672,185673,136,2,9/1/14,181164,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185673,185674,136,2,10/1/14,199647,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185674,185675,136,2,11/1/14,259820,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
185675,185676,136,2,12/1/14,345061,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
188496,188497,645,ST1,1/1/14,215512,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188497,188498,645,ST1,2/1/14,118258,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188498,188499,645,ST1,3/1/14,228305,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188499,188500,645,ST1,4/1/14,241047,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188500,188501,645,ST1,5/1/14,215829,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188501,188502,645,ST1,6/1/14,251586,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188502,188503,645,ST1,7/1/14,228371,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188503,188504,645,ST1,8/1/14,237825,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188504,188505,645,ST1,9/1/14,175948,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188505,188506,645,ST1,10/1/14,244428,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188506,188507,645,ST1,11/1/14,224701,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188507,188508,645,ST1,12/1/14,248184,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
188508,188509,645,ST2,1/1/14,277430,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188509,188510,645,ST2,2/1/14,113981,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188510,188511,645,ST2,3/1/14,89768,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188511,188512,645,ST2,4/1/14,265772,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188512,188513,645,ST2,5/1/14,264251,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188513,188514,645,ST2,6/1/14,180418,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188514,188515,645,ST2,7/1/14,241129,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188515,188516,645,ST2,8/1/14,246063,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188516,188517,645,ST2,9/1/14,208435,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188517,188518,645,ST2,10/1/14,208148,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188518,188519,645,ST2,11/1/14,213546,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188519,188520,645,ST2,12/1/14,257146,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
188520,188521,645,ST3,1/1/14,274889,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188521,188522,645,ST3,2/1/14,246362,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188522,188523,645,ST3,3/1/14,81387,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188523,188524,645,ST3,4/1/14,85654,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188524,188525,645,ST3,5/1/14,277407,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188525,188526,645,ST3,6/1/14,272116,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188526,188527,645,ST3,7/1/14,256359,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188527,188528,645,ST3,8/1/14,276624,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188528,188529,645,ST3,9/1/14,230785,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188529,188530,645,ST3,10/1/14,188692,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188530,188531,645,ST3,11/1/14,212220,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188531,188532,645,ST3,12/1/14,170967,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
188532,188533,645,ST4,1/1/14,197571,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188533,188534,645,ST4,2/1/14,254435,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188534,188535,645,ST4,3/1/14,183838,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188535,188536,645,ST4,4/1/14,0,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188536,188537,645,ST4,5/1/14,-6,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188537,188538,645,ST4,6/1/14,213862,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188538,188539,645,ST4,7/1/14,271121,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188539,188540,645,ST4,8/1/14,289694,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188540,188541,645,ST4,9/1/14,212510,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188541,188542,645,ST4,10/1/14,183217,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188542,188543,645,ST4,11/1/14,258522,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
188543,188544,645,ST4,12/1/14,282105,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
206280,206281,7242,1CA,1/1/14,38105,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206281,206282,7242,1CA,2/1/14,54781,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206282,206283,7242,1CA,3/1/14,8924,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206283,206284,7242,1CA,4/1/14,50912,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206284,206285,7242,1CA,5/1/14,83282,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206285,206286,7242,1CA,6/1/14,77830,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206286,206287,7242,1CA,7/1/14,84562,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206287,206288,7242,1CA,8/1/14,61084,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206288,206289,7242,1CA,9/1/14,77283,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206289,206290,7242,1CA,10/1/14,82868,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206290,206291,7242,1CA,11/1/14,56280,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206291,206292,7242,1CA,12/1/14,51874,7242_1CA,18454,19591,7242,1CA,1/1/20,SGP,existing,133.4
206292,206293,7242,1CT,1/1/14,,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206293,206294,7242,1CT,2/1/14,,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206294,206295,7242,1CT,3/1/14,,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206295,206296,7242,1CT,4/1/14,,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206296,206297,7242,1CT,5/1/14,74943,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206297,206298,7242,1CT,6/1/14,73749,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206298,206299,7242,1CT,7/1/14,75698,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206299,206300,7242,1CT,8/1/14,68507,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206300,206301,7242,1CT,9/1/14,82441,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206301,206302,7242,1CT,10/1/14,80451,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206302,206303,7242,1CT,11/1/14,49113,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206303,206304,7242,1CT,12/1/14,44143,7242_1CT,18454,19590,7242,1CT,1/1/20,SGC,existing,192.9
206628,206629,7380,CT1,1/1/14,,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206629,206630,7380,CT1,2/1/14,,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206630,206631,7380,CT1,3/1/14,,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206631,206632,7380,CT1,4/1/14,,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206632,206633,7380,CT1,5/1/14,37945,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206633,206634,7380,CT1,6/1/14,80027,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206634,206635,7380,CT1,7/1/14,88302,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206635,206636,7380,CT1,8/1/14,92841,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206636,206637,7380,CT1,9/1/14,96630,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206637,206638,7380,CT1,10/1/14,100284,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206638,206639,7380,CT1,11/1/14,99596,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206639,206640,7380,CT1,12/1/14,104136,7380_CT1,21554,19448,7380,CT1,1/1/20,NG,existing,199
206640,206641,7380,CT2,1/1/14,,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206641,206642,7380,CT2,2/1/14,,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206642,206643,7380,CT2,3/1/14,,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206643,206644,7380,CT2,4/1/14,,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206644,206645,7380,CT2,5/1/14,54178,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206645,206646,7380,CT2,6/1/14,59678,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206646,206647,7380,CT2,7/1/14,68137,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206647,206648,7380,CT2,8/1/14,71516,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206648,206649,7380,CT2,9/1/14,83413,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206649,206650,7380,CT2,10/1/14,88077,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206650,206651,7380,CT2,11/1/14,41413,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206651,206652,7380,CT2,12/1/14,54803,7380_CT2,21554,19447,7380,CT2,1/1/20,NG,existing,199
206652,206653,7380,ST3,1/1/14,76137,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206653,206654,7380,ST3,2/1/14,8430,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206654,206655,7380,ST3,3/1/14,27913,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206655,206656,7380,ST3,4/1/14,74178,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206656,206657,7380,ST3,5/1/14,51278,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206657,206658,7380,ST3,6/1/14,80019,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206658,206659,7380,ST3,7/1/14,88101,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206659,206660,7380,ST3,8/1/14,94151,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206660,206661,7380,ST3,9/1/14,102032,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206661,206662,7380,ST3,10/1/14,106906,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206662,206663,7380,ST3,11/1/14,77090,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
206663,206664,7380,ST3,12/1/14,87280,7380_ST3,21554,19441,7380,ST3,1/1/20,NG,existing,189
207528,207529,7873,1A,1/1/14,,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207529,207530,7873,1A,2/1/14,,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207530,207531,7873,1A,3/1/14,,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207531,207532,7873,1A,4/1/14,,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207532,207533,7873,1A,5/1/14,75171,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207533,207534,7873,1A,6/1/14,55770,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207534,207535,7873,1A,7/1/14,56080,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207535,207536,7873,1A,8/1/14,53394,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207536,207537,7873,1A,9/1/14,59447,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207537,207538,7873,1A,10/1/14,45665,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207538,207539,7873,1A,11/1/14,68058,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207539,207540,7873,1A,12/1/14,3773,7873_1A,18454,18766,7873,1A,1/1/20,NG,existing,189.9
207540,207541,7873,1B,1/1/14,,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207541,207542,7873,1B,2/1/14,,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207542,207543,7873,1B,3/1/14,,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207543,207544,7873,1B,4/1/14,,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207544,207545,7873,1B,5/1/14,61882,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207545,207546,7873,1B,6/1/14,61024,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207546,207547,7873,1B,7/1/14,61066,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207547,207548,7873,1B,8/1/14,79241,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207548,207549,7873,1B,9/1/14,72264,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207549,207550,7873,1B,10/1/14,42664,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207550,207551,7873,1B,11/1/14,35275,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207551,207552,7873,1B,12/1/14,8104,7873_1B,18454,18765,7873,1B,1/1/20,NG,existing,189.9
207552,207553,7873,1C,1/1/14,,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207553,207554,7873,1C,2/1/14,,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207554,207555,7873,1C,3/1/14,,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207555,207556,7873,1C,4/1/14,,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207556,207557,7873,1C,5/1/14,51864,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207557,207558,7873,1C,6/1/14,67973,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207558,207559,7873,1C,7/1/14,77499,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207559,207560,7873,1C,8/1/14,75981,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207560,207561,7873,1C,9/1/14,84500,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207561,207562,7873,1C,10/1/14,80335,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207562,207563,7873,1C,11/1/14,28032,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207563,207564,7873,1C,12/1/14,9883,7873_1C,18454,18764,7873,1C,1/1/20,NG,existing,189.9
207564,207565,7873,1ST,1/1/14,,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207565,207566,7873,1ST,2/1/14,,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207566,207567,7873,1ST,3/1/14,,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207567,207568,7873,1ST,4/1/14,,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207568,207569,7873,1ST,5/1/14,100427,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207569,207570,7873,1ST,6/1/14,97408,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207570,207571,7873,1ST,7/1/14,103816,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207571,207572,7873,1ST,8/1/14,111566,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207572,207573,7873,1ST,9/1/14,115434,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207573,207574,7873,1ST,10/1/14,90333,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207574,207575,7873,1ST,11/1/14,72258,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207575,207576,7873,1ST,12/1/14,11511,7873_1ST,18454,18763,7873,1ST,1/1/20,NG,existing,239.4
207576,207577,7873,2A,1/1/14,,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207577,207578,7873,2A,2/1/14,,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207578,207579,7873,2A,3/1/14,,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207579,207580,7873,2A,4/1/14,,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207580,207581,7873,2A,5/1/14,73822,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207581,207582,7873,2A,6/1/14,63673,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207582,207583,7873,2A,7/1/14,58982,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207583,207584,7873,2A,8/1/14,67190,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207584,207585,7873,2A,9/1/14,61919,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207585,207586,7873,2A,10/1/14,45953,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207586,207587,7873,2A,11/1/14,33869,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207587,207588,7873,2A,12/1/14,46898,7873_2A,18454,18762,7873,2A,1/1/20,NG,existing,189.9
207588,207589,7873,2B,1/1/14,,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207589,207590,7873,2B,2/1/14,,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207590,207591,7873,2B,3/1/14,,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207591,207592,7873,2B,4/1/14,,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207592,207593,7873,2B,5/1/14,60976,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207593,207594,7873,2B,6/1/14,79997,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207594,207595,7873,2B,7/1/14,74757,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207595,207596,7873,2B,8/1/14,65809,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207596,207597,7873,2B,9/1/14,57806,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207597,207598,7873,2B,10/1/14,59620,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207598,207599,7873,2B,11/1/14,20074,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207599,207600,7873,2B,12/1/14,38998,7873_2B,18454,18761,7873,2B,1/1/20,NG,existing,189.9
207600,207601,7873,2C,1/1/14,,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207601,207602,7873,2C,2/1/14,,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207602,207603,7873,2C,3/1/14,,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207603,207604,7873,2C,4/1/14,,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207604,207605,7873,2C,5/1/14,77697,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207605,207606,7873,2C,6/1/14,58608,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207606,207607,7873,2C,7/1/14,60493,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207607,207608,7873,2C,8/1/14,58751,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207608,207609,7873,2C,9/1/14,37428,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207609,207610,7873,2C,10/1/14,36727,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207610,207611,7873,2C,11/1/14,10495,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207611,207612,7873,2C,12/1/14,44057,7873_2C,18454,18760,7873,2C,1/1/20,NG,existing,189.9
207612,207613,7873,2D,1/1/14,,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
207613,207614,7873,2D,2/1/14,,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
207614,207615,7873,2D,3/1/14,,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
207615,207616,7873,2D,4/1/14,,7873_2D,18454,18759,7873,2D,1/1/20,NG,existing,189.9
