,id_x,plant_id_eia_x,generator_id_x,report_date_x,net_generation_mwh,plant_generator_id,utility_id_eia,id_y,plant_id_eia_y,generator_id_y,report_date_y,energy_source_code_1,operational_status,capacity_mw
780,781,136,1,1/1/09,225059,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
781,782,136,1,2/1/09,407871,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
782,783,136,1,3/1/09,320254,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
783,784,136,1,4/1/09,299048,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
784,785,136,1,5/1/09,232839,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
785,786,136,1,6/1/09,437575,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
786,787,136,1,7/1/09,204427,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
787,788,136,1,8/1/09,-3184,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
788,789,136,1,9/1/09,-3866,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
789,790,136,1,10/1/09,-7789,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
790,791,136,1,11/1/09,209967,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
791,792,136,1,12/1/09,420800,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
792,793,136,2,1/1/09,289084,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
793,794,136,2,2/1/09,-2394,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
794,795,136,2,3/1/09,102406,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
795,796,136,2,4/1/09,424021,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
796,797,136,2,5/1/09,446064,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
797,798,136,2,6/1/09,443378,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
798,799,136,2,7/1/09,462670,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
799,800,136,2,8/1/09,467113,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
800,801,136,2,9/1/09,447035,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
801,802,136,2,10/1/09,469267,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
802,803,136,2,11/1/09,373239,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
803,804,136,2,12/1/09,432527,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
3120,3121,645,ST1,1/1/09,245980,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3121,3122,645,ST1,2/1/09,173435,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3122,3123,645,ST1,3/1/09,150259,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3123,3124,645,ST1,4/1/09,139194,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3124,3125,645,ST1,5/1/09,143844,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3125,3126,645,ST1,6/1/09,165385,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3126,3127,645,ST1,7/1/09,132014,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3127,3128,645,ST1,8/1/09,178068,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3128,3129,645,ST1,9/1/09,174393,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3129,3130,645,ST1,10/1/09,191261,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3130,3131,645,ST1,11/1/09,95820,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3131,3132,645,ST1,12/1/09,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
3132,3133,645,ST2,1/1/09,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3133,3134,645,ST2,2/1/09,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3134,3135,645,ST2,3/1/09,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3135,3136,645,ST2,4/1/09,64956,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3136,3137,645,ST2,5/1/09,48932,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3137,3138,645,ST2,6/1/09,67206,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3138,3139,645,ST2,7/1/09,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3139,3140,645,ST2,8/1/09,103535,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3140,3141,645,ST2,9/1/09,237042,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3141,3142,645,ST2,10/1/09,207968,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3142,3143,645,ST2,11/1/09,235300,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3143,3144,645,ST2,12/1/09,193864,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
3144,3145,645,ST3,1/1/09,231860,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3145,3146,645,ST3,2/1/09,230929,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3146,3147,645,ST3,3/1/09,255422,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3147,3148,645,ST3,4/1/09,231470,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3148,3149,645,ST3,5/1/09,177368,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3149,3150,645,ST3,6/1/09,155214,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3150,3151,645,ST3,7/1/09,238411,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3151,3152,645,ST3,8/1/09,225958,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3152,3153,645,ST3,9/1/09,215507,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3153,3154,645,ST3,10/1/09,171210,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3154,3155,645,ST3,11/1/09,190897,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3155,3156,645,ST3,12/1/09,211703,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
3156,3157,645,ST4,1/1/09,226555,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3157,3158,645,ST4,2/1/09,202922,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3158,3159,645,ST4,3/1/09,216716,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3159,3160,645,ST4,4/1/09,183763,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3160,3161,645,ST4,5/1/09,267108,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3161,3162,645,ST4,6/1/09,271698,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3162,3163,645,ST4,7/1/09,282653,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3163,3164,645,ST4,8/1/09,235523,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3164,3165,645,ST4,9/1/09,267890,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3165,3166,645,ST4,10/1/09,179046,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3166,3167,645,ST4,11/1/09,270533,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
3167,3168,645,ST4,12/1/09,221130,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
33204,33205,55292,STG1,1/1/09,50820,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33205,33206,55292,STG1,2/1/09,66696,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33206,33207,55292,STG1,3/1/09,59034,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33207,33208,55292,STG1,4/1/09,33689,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33208,33209,55292,STG1,5/1/09,31339,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33209,33210,55292,STG1,6/1/09,104808,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33210,33211,55292,STG1,7/1/09,68759,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33211,33212,55292,STG1,8/1/09,133734,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33212,33213,55292,STG1,9/1/09,139063,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33213,33214,55292,STG1,10/1/09,95475,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33214,33215,55292,STG1,11/1/09,149250,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33215,33216,55292,STG1,12/1/09,100299,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
33216,33217,55293,STG1,1/1/09,104027,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33217,33218,55293,STG1,2/1/09,113663,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33218,33219,55293,STG1,3/1/09,103230,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33219,33220,55293,STG1,4/1/09,59009,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33220,33221,55293,STG1,5/1/09,108418,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33221,33222,55293,STG1,6/1/09,169202,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33222,33223,55293,STG1,7/1/09,169047,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33223,33224,55293,STG1,8/1/09,160418,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33224,33225,55293,STG1,9/1/09,168827,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33225,33226,55293,STG1,10/1/09,118373,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33226,33227,55293,STG1,11/1/09,112746,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
33227,33228,55293,STG1,12/1/09,6724,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
35976,35977,136,1,1/1/10,431142,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35977,35978,136,1,2/1/10,356075,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35978,35979,136,1,3/1/10,316743,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35979,35980,136,1,4/1/10,408280,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35980,35981,136,1,5/1/10,420815,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35981,35982,136,1,6/1/10,427083,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35982,35983,136,1,7/1/10,437883,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35983,35984,136,1,8/1/10,449594,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35984,35985,136,1,9/1/10,413313,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35985,35986,136,1,10/1/10,244993,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35986,35987,136,1,11/1/10,156340,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35987,35988,136,1,12/1/10,448448,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
35988,35989,136,2,1/1/10,360092,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35989,35990,136,2,2/1/10,400030,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35990,35991,136,2,3/1/10,196722,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35991,35992,136,2,4/1/10,147345,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35992,35993,136,2,5/1/10,393243,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35993,35994,136,2,6/1/10,435595,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35994,35995,136,2,7/1/10,458935,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35995,35996,136,2,8/1/10,435588,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35996,35997,136,2,9/1/10,412270,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35997,35998,136,2,10/1/10,412125,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35998,35999,136,2,11/1/10,389185,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
35999,36000,136,2,12/1/10,377680,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
38256,38257,645,ST1,1/1/10,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38257,38258,645,ST1,2/1/10,0,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38258,38259,645,ST1,3/1/10,41300,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38259,38260,645,ST1,4/1/10,184869,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38260,38261,645,ST1,5/1/10,246078,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38261,38262,645,ST1,6/1/10,204858,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38262,38263,645,ST1,7/1/10,269942,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38263,38264,645,ST1,8/1/10,253810,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38264,38265,645,ST1,9/1/10,116233,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38265,38266,645,ST1,10/1/10,196441,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38266,38267,645,ST1,11/1/10,252834,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38267,38268,645,ST1,12/1/10,223738,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
38268,38269,645,ST2,1/1/10,141390,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38269,38270,645,ST2,2/1/10,99982,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38270,38271,645,ST2,3/1/10,232678,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38271,38272,645,ST2,4/1/10,151825,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38272,38273,645,ST2,5/1/10,167782,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38273,38274,645,ST2,6/1/10,266025,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38274,38275,645,ST2,7/1/10,240374,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38275,38276,645,ST2,8/1/10,202551,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38276,38277,645,ST2,9/1/10,140496,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38277,38278,645,ST2,10/1/10,130763,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38278,38279,645,ST2,11/1/10,160773,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38279,38280,645,ST2,12/1/10,262477,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
38280,38281,645,ST3,1/1/10,101928,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38281,38282,645,ST3,2/1/10,221967,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38282,38283,645,ST3,3/1/10,201712,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38283,38284,645,ST3,4/1/10,247900,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38284,38285,645,ST3,5/1/10,259354,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38285,38286,645,ST3,6/1/10,247512,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38286,38287,645,ST3,7/1/10,237116,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38287,38288,645,ST3,8/1/10,217691,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38288,38289,645,ST3,9/1/10,256223,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38289,38290,645,ST3,10/1/10,52005,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38290,38291,645,ST3,11/1/10,166795,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38291,38292,645,ST3,12/1/10,223948,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
38292,38293,645,ST4,1/1/10,293977,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38293,38294,645,ST4,2/1/10,263027,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38294,38295,645,ST4,3/1/10,208781,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38295,38296,645,ST4,4/1/10,-60,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38296,38297,645,ST4,5/1/10,0,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38297,38298,645,ST4,6/1/10,131475,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38298,38299,645,ST4,7/1/10,252766,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38299,38300,645,ST4,8/1/10,207939,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38300,38301,645,ST4,9/1/10,225368,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38301,38302,645,ST4,10/1/10,294080,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38302,38303,645,ST4,11/1/10,267282,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
38303,38304,645,ST4,12/1/10,232240,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
68592,68593,55292,STG1,1/1/10,115875,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68593,68594,55292,STG1,2/1/10,75580,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68594,68595,55292,STG1,3/1/10,71759,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68595,68596,55292,STG1,4/1/10,0,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68596,68597,55292,STG1,5/1/10,63310,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68597,68598,55292,STG1,6/1/10,130776,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68598,68599,55292,STG1,7/1/10,136639,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68599,68600,55292,STG1,8/1/10,139888,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68600,68601,55292,STG1,9/1/10,112164,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68601,68602,55292,STG1,10/1/10,102019,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68602,68603,55292,STG1,11/1/10,100150,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68603,68604,55292,STG1,12/1/10,136288,55292_STG1,2929,12546,55292,STG1,1/1/20,NG,existing,270
68604,68605,55293,STG1,1/1/10,93415,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68605,68606,55293,STG1,2/1/10,63513,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68606,68607,55293,STG1,3/1/10,69305,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68607,68608,55293,STG1,4/1/10,116581,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68608,68609,55293,STG1,5/1/10,121601,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68609,68610,55293,STG1,6/1/10,109061,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68610,68611,55293,STG1,7/1/10,120915,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68611,68612,55293,STG1,8/1/10,121469,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68612,68613,55293,STG1,9/1/10,133759,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68613,68614,55293,STG1,10/1/10,115945,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68614,68615,55293,STG1,11/1/10,115593,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
68615,68616,55293,STG1,12/1/10,115681,55293_STG1,29122,12542,55293,STG1,1/1/20,NG,existing,270
71568,71569,136,1,1/1/11,401511,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71569,71570,136,1,2/1/11,376036,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71570,71571,136,1,3/1/11,402687,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71571,71572,136,1,4/1/11,346514,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71572,71573,136,1,5/1/11,417096,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71573,71574,136,1,6/1/11,413904,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71574,71575,136,1,7/1/11,419466,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71575,71576,136,1,8/1/11,435799,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71576,71577,136,1,9/1/11,255664,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71577,71578,136,1,10/1/11,119276,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71578,71579,136,1,11/1/11,68330,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71579,71580,136,1,12/1/11,358529,136_1,21554,29620,136,1,1/1/20,BIT,existing,735.9
71580,71581,136,2,1/1/11,437177,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71581,71582,136,2,2/1/11,375703,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71582,71583,136,2,3/1/11,322064,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71583,71584,136,2,4/1/11,155916,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71584,71585,136,2,5/1/11,424307,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71585,71586,136,2,6/1/11,411508,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71586,71587,136,2,7/1/11,435261,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71587,71588,136,2,8/1/11,388693,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71588,71589,136,2,9/1/11,410606,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71589,71590,136,2,10/1/11,348502,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71590,71591,136,2,11/1/11,373988,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
71591,71592,136,2,12/1/11,358620,136_2,21554,29619,136,2,1/1/20,BIT,existing,735.9
73860,73861,645,ST1,1/1/11,219045,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73861,73862,645,ST1,2/1/11,140779,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73862,73863,645,ST1,3/1/11,170806,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73863,73864,645,ST1,4/1/11,239565,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73864,73865,645,ST1,5/1/11,221268,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73865,73866,645,ST1,6/1/11,257565,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73866,73867,645,ST1,7/1/11,261941,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73867,73868,645,ST1,8/1/11,236249,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73868,73869,645,ST1,9/1/11,223665,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73869,73870,645,ST1,10/1/11,166022,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73870,73871,645,ST1,11/1/11,225385,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73871,73872,645,ST1,12/1/11,228874,645_ST1,18454,28447,645,ST1,1/1/20,BIT,existing,445.5
73872,73873,645,ST2,1/1/11,213305,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73873,73874,645,ST2,2/1/11,48774,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73874,73875,645,ST2,3/1/11,117385,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73875,73876,645,ST2,4/1/11,259925,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73876,73877,645,ST2,5/1/11,216548,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73877,73878,645,ST2,6/1/11,255536,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73878,73879,645,ST2,7/1/11,171099,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73879,73880,645,ST2,8/1/11,180809,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73880,73881,645,ST2,9/1/11,260654,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73881,73882,645,ST2,10/1/11,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73882,73883,645,ST2,11/1/11,0,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73883,73884,645,ST2,12/1/11,155704,645_ST2,18454,28446,645,ST2,1/1/20,BIT,existing,445.5
73884,73885,645,ST3,1/1/11,178789,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73885,73886,645,ST3,2/1/11,232955,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73886,73887,645,ST3,3/1/11,112054,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73887,73888,645,ST3,4/1/11,233580,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73888,73889,645,ST3,5/1/11,250635,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73889,73890,645,ST3,6/1/11,171936,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73890,73891,645,ST3,7/1/11,166134,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73891,73892,645,ST3,8/1/11,249113,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73892,73893,645,ST3,9/1/11,231284,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73893,73894,645,ST3,10/1/11,132105,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73894,73895,645,ST3,11/1/11,189265,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73895,73896,645,ST3,12/1/11,157917,645_ST3,18454,28445,645,ST3,1/1/20,BIT,existing,445.5
73896,73897,645,ST4,1/1/11,215030,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
73897,73898,645,ST4,2/1/11,232484,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
73898,73899,645,ST4,3/1/11,193524,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
73899,73900,645,ST4,4/1/11,211967,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
73900,73901,645,ST4,5/1/11,201829,645_ST4,18454,28444,645,ST4,1/1/20,BIT,existing,486
